track_id,title,artist,genre,audio_path,lyrics_path,lyrics_source,lyrics_path_api,lyrics_source_api,lyrics_path_whisper,text_path_combined,text_source_combined
45523,North bank upper,Plusplus,Folk,data\fma_small\fma_small\045\045523.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Plusplus - North bank upper 45523.txt,data\lyrics_combined\Plusplus - North bank upper _45523_.txt,whisper
11198,Together We Will Wait,Black Band Coal Company,Pop,data\fma_small\fma_small\011\011198.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Black Band Coal Company - Together We Will Wait 11198.txt,data\lyrics_combined\Black Band Coal Company - Together We Will Wait _11198_.txt,whisper
12174,Ode To Charles,Professor Kliq,Hip-Hop,data\fma_small\fma_small\012\012174.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Professor Kliq - Ode To Charles 12174.txt,data\lyrics_combined\Professor Kliq - Ode To Charles _12174_.txt,whisper
52389,Married to the Night,Phemale,Pop,data\fma_small\fma_small\052\052389.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Phemale - Married to the Night 52389.txt,data\lyrics_combined\Phemale - Married to the Night _52389_.txt,whisper
126103,Extra Pay,No Lala,Pop,data\fma_small\fma_small\126\126103.mp3,data\lyrics\No Lala - Extra Pay _126103_.txt,genius,data\lyrics\No Lala - Extra Pay _126103_.txt,genius,,data\lyrics_combined\No Lala - Extra Pay _126103_.txt,api
92889,Hope in Monoculture,The Fucked Up Beat,Experimental,data\fma_small\fma_small\092\092889.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Fucked Up Beat - Hope in Monoculture 92889.txt,data\lyrics_combined\The Fucked Up Beat - Hope in Monoculture _92889_.txt,whisper
69825,R yeah (Stade remix),Infinite Livez,Hip-Hop,data\fma_small\fma_small\069\069825.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Infinite Livez - R yeah (Stade remix) 69825.txt,data\lyrics_combined\Infinite Livez - R yeah _Stade remix_ _69825_.txt,whisper
136706,Surf Forever,Tojamura 7,Rock,data\fma_small\fma_small\136\136706.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Tojamura 7 - Surf Forever 136706.txt,data\lyrics_combined\Tojamura 7 - Surf Forever _136706_.txt,whisper
98552,Frack Track,Kellee Maize,Hip-Hop,data\fma_small\fma_small\098\098552.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Kellee Maize - Frack Track 98552.txt,data\lyrics_combined\Kellee Maize - Frack Track _98552_.txt,whisper
94467,"Meant 4 Me, Meant 4 U (music, I love you) (Outro)",Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\094\094467.mp3,nan,nan,nan,nan,"data\whisper_transcriptions\whisper_transcriptions\Tha Silent Partner - Meant 4 Me, Meant 4 U (music, I love you) (Outro) 94467.txt",data\lyrics_combined\Tha Silent Partner - Meant 4 Me_ Meant 4 U _music_ I love you_ _Outro_ _94467_.txt,whisper
66538,Pass The Ring,Waylon Thornton,Rock,data\fma_small\fma_small\066\066538.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Waylon Thornton - Pass The Ring 66538.txt,data\lyrics_combined\Waylon Thornton - Pass The Ring _66538_.txt,whisper
106563,Nothing On But The Radio,Apache Tomcat,Rock,data\fma_small\fma_small\106\106563.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Apache Tomcat - Nothing On But The Radio 106563.txt,data\lyrics_combined\Apache Tomcat - Nothing On But The Radio _106563_.txt,whisper
26302,Ode To Demons,Karl Blau,Folk,data\fma_small\fma_small\026\026302.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Karl Blau - Ode To Demons 26302.txt,data\lyrics_combined\Karl Blau - Ode To Demons _26302_.txt,whisper
85691,Finding The Butterfly,Alexander Turnquist,Folk,data\fma_small\fma_small\085\085691.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Alexander Turnquist - Finding The Butterfly 85691.txt,data\lyrics_combined\Alexander Turnquist - Finding The Butterfly _85691_.txt,whisper
119134,i want the princess!,FortyOne,Experimental,data\fma_small\fma_small\119\119134.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\FortyOne - i want the princess! 119134.txt,data\lyrics_combined\FortyOne - i want the princess_ _119134_.txt,whisper
12521,Never Get Out,Brad Sucks,Rock,data\fma_small\fma_small\012\012521.mp3,data\lyrics\Brad Sucks - Never Get Out _12521_.txt,genius,data\lyrics\Brad Sucks - Never Get Out _12521_.txt,genius,,data\lyrics_combined\Brad Sucks - Never Get Out _12521_.txt,api
58170,CHICKEN FEET,Elvis Herod,Pop,data\fma_small\fma_small\058\058170.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Elvis Herod - CHICKEN FEET 58170.txt,data\lyrics_combined\Elvis Herod - CHICKEN FEET _58170_.txt,whisper
50448,Fertile Ground,Milk Music,Rock,data\fma_small\fma_small\050\050448.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Milk Music - Fertile Ground 50448.txt,data\lyrics_combined\Milk Music - Fertile Ground _50448_.txt,whisper
3721,Pow Wow,Indian Jewelry,Rock,data\fma_small\fma_small\003\003721.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Indian Jewelry - Pow Wow 3721.txt,data\lyrics_combined\Indian Jewelry - Pow Wow _3721_.txt,whisper
94468,Green Bags (Featuring Mayhem) (Bonus Track),Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\094\094468.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Tha Silent Partner - Green Bags (Featuring Mayhem) (Bonus Track) 94468.txt,data\lyrics_combined\Tha Silent Partner - Green Bags _Featuring Mayhem_ _Bonus Track_ _94468_.txt,whisper
75748,Yesterday,Kellee Maize,Hip-Hop,data\fma_small\fma_small\075\075748.mp3,data\lyrics\Kellee Maize - Yesterday _75748_.txt,genius,data\lyrics\Kellee Maize - Yesterday _75748_.txt,genius,,data\lyrics_combined\Kellee Maize - Yesterday _75748_.txt,api
73087,Western,No Nature,Pop,data\fma_small\fma_small\073\073087.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\No Nature - Western 73087.txt,data\lyrics_combined\No Nature - Western _73087_.txt,whisper
116388,Electronica 3,Asthmatic Astronaut,Hip-Hop,data\fma_small\fma_small\116\116388.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Asthmatic Astronaut - Electronica 3 116388.txt,data\lyrics_combined\Asthmatic Astronaut - Electronica 3 _116388_.txt,whisper
113950,Atavistic,Brett Saxon,Folk,data\fma_small\fma_small\113\113950.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Brett Saxon - Atavistic 113950.txt,data\lyrics_combined\Brett Saxon - Atavistic _113950_.txt,whisper
32336,Blatant Drunken Lies,Plushgoolash,Pop,data\fma_small\fma_small\032\032336.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Plushgoolash - Blatant Drunken Lies 32336.txt,data\lyrics_combined\Plushgoolash - Blatant Drunken Lies _32336_.txt,whisper
145553,The Great Alain,This Mess is Mine,Folk,data\fma_small\fma_small\145\145553.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\This Mess is Mine - The Great Alain 145553.txt,data\lyrics_combined\This Mess is Mine - The Great Alain _145553_.txt,whisper
12047,Comin' Home Pt. I,Big Blood,Folk,data\fma_small\fma_small\012\012047.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Big Blood - Comin' Home Pt. I 12047.txt,data\lyrics_combined\Big Blood - Comin_ Home Pt. I _12047_.txt,whisper
122935,The Mother,Eszter Balint,Folk,data\fma_small\fma_small\122\122935.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Eszter Balint - The Mother 122935.txt,data\lyrics_combined\Eszter Balint - The Mother _122935_.txt,whisper
123641,Pop Tart,Tha Silent Partner,Hip-Hop,data\fma_small\fma_small\123\123641.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Tha Silent Partner - Pop Tart 123641.txt,data\lyrics_combined\Tha Silent Partner - Pop Tart _123641_.txt,whisper
113037,The Drop (Dalai Dahmer & Brad Manners Version),Tickle,Hip-Hop,data\fma_small\fma_small\113\113037.mp3,data\lyrics\Tickle - The Drop _113037_.txt,genius,data\lyrics\Tickle - The Drop _113037_.txt,genius,,data\lyrics_combined\Tickle - The Drop _Dalai Dahmer _ Brad Manners Version_ _113037_.txt,api
108300,Broken Words,Carter Behnke,Folk,data\fma_small\fma_small\108\108300.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Carter Behnke - Broken Words 108300.txt,data\lyrics_combined\Carter Behnke - Broken Words _108300_.txt,whisper
91162,Motocross Mania,Monroeville Music Center,Pop,data\fma_small\fma_small\091\091162.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Monroeville Music Center - Motocross Mania 91162.txt,data\lyrics_combined\Monroeville Music Center - Motocross Mania _91162_.txt,whisper
34994,Dear Listener,6 or 7,Experimental,data\fma_small\fma_small\034\034994.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\6 or 7 - Dear Listener 34994.txt,data\lyrics_combined\6 or 7 - Dear Listener _34994_.txt,whisper
107567,Sleepwalkers,Linda Draper,Folk,data\fma_small\fma_small\107\107567.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Linda Draper - Sleepwalkers 107567.txt,data\lyrics_combined\Linda Draper - Sleepwalkers _107567_.txt,whisper
64861,Herb Pilhofer's Whirlpool,Monroeville Music Center,Experimental,data\fma_small\fma_small\064\064861.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Monroeville Music Center - Herb Pilhofer's Whirlpool 64861.txt,data\lyrics_combined\Monroeville Music Center - Herb Pilhofer_s Whirlpool _64861_.txt,whisper
4785,I Know How It Feels...Bad,Half Japanese,Rock,data\fma_small\fma_small\004\004785.mp3,data\lyrics\Half Japanese - I Know How It Feels...Bad _4785_.txt,genius,data\lyrics\Half Japanese - I Know How It Feels...Bad _4785_.txt,genius,,data\lyrics_combined\Half Japanese - I Know How It Feels...Bad _4785_.txt,api
117991,Anthony Donovan,Ars Sonor,Experimental,data\fma_small\fma_small\117\117991.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Ars Sonor - Anthony Donovan 117991.txt,data\lyrics_combined\Ars Sonor - Anthony Donovan _117991_.txt,whisper
73585,Stellar Rushes,James Beaudreau,Folk,data\fma_small\fma_small\073\073585.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\James Beaudreau - Stellar Rushes 73585.txt,data\lyrics_combined\James Beaudreau - Stellar Rushes _73585_.txt,whisper
71709,The Popsicle Palace,The Ginger Ale Revolution,Pop,data\fma_small\fma_small\071\071709.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Ginger Ale Revolution - The Popsicle Palace 71709.txt,data\lyrics_combined\The Ginger Ale Revolution - The Popsicle Palace _71709_.txt,whisper
52393,Bad Apples,Phemale,Pop,data\fma_small\fma_small\052\052393.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Phemale - Bad Apples 52393.txt,data\lyrics_combined\Phemale - Bad Apples _52393_.txt,whisper
133332,Suspended Animation,Zilmrah,Experimental,data\fma_small\fma_small\133\133332.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Zilmrah - Suspended Animation 133332.txt,data\lyrics_combined\Zilmrah - Suspended Animation _133332_.txt,whisper
74389,"Bring a Torch, Jeanette, Isabella",Aaron DeVries,Experimental,data\fma_small\fma_small\074\074389.mp3,nan,nan,nan,nan,"data\whisper_transcriptions\whisper_transcriptions\Aaron DeVries - Bring a Torch, Jeanette, Isabella 74389.txt",data\lyrics_combined\Aaron DeVries - Bring a Torch_ Jeanette_ Isabella _74389_.txt,whisper
72056,T Stop Cafe,David Rovics,Folk,data\fma_small\fma_small\072\072056.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\David Rovics - T Stop Cafe 72056.txt,data\lyrics_combined\David Rovics - T Stop Cafe _72056_.txt,whisper
65685,Maybelle (feat. Robyn Kenealy),Dick Whyte and his Golden Guitar,Folk,data\fma_small\fma_small\065\065685.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Dick Whyte and his Golden Guitar - Maybelle (feat. Robyn Kenealy) 65685.txt,data\lyrics_combined\Dick Whyte and his Golden Guitar - Maybelle _feat. Robyn Kenealy_ _65685_.txt,whisper
67793,Fist City,The Honorable Sleaze,Hip-Hop,data\fma_small\fma_small\067\067793.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Honorable Sleaze - Fist City 67793.txt,data\lyrics_combined\The Honorable Sleaze - Fist City _67793_.txt,whisper
118496,2,Dan Cantrell,Experimental,data\fma_small\fma_small\118\118496.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Dan Cantrell - 2 118496.txt,data\lyrics_combined\Dan Cantrell - 2 _118496_.txt,whisper
121256,Shake the Dust,King Capisce,Rock,data\fma_small\fma_small\121\121256.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\King Capisce - Shake the Dust 121256.txt,data\lyrics_combined\King Capisce - Shake the Dust _121256_.txt,whisper
126510,Anakrousis,Lezet,Experimental,data\fma_small\fma_small\126\126510.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Lezet - Anakrousis 126510.txt,data\lyrics_combined\Lezet - Anakrousis _126510_.txt,whisper
131453,B07 Ya Dumb Bitch,Mom Jeans,Pop,data\fma_small\fma_small\131\131453.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Mom Jeans - B07 Ya Dumb Bitch 131453.txt,data\lyrics_combined\Mom Jeans - B07 Ya Dumb Bitch _131453_.txt,whisper
109977,Two Horrible People,Phemale,Pop,data\fma_small\fma_small\109\109977.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Phemale - Two Horrible People 109977.txt,data\lyrics_combined\Phemale - Two Horrible People _109977_.txt,whisper
41819,A SAD KID,Phemale,Pop,data\fma_small\fma_small\041\041819.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Phemale - A SAD KID 41819.txt,data\lyrics_combined\Phemale - A SAD KID _41819_.txt,whisper
62748,Haunted,Jahzzar,Pop,data\fma_small\fma_small\062\062748.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Jahzzar - Haunted 62748.txt,data\lyrics_combined\Jahzzar - Haunted _62748_.txt,whisper
37859,In The Hall Of The Mountain King,The Itchy Creeps,Rock,data\fma_small\fma_small\037\037859.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Itchy Creeps - In The Hall Of The Mountain King 37859.txt,data\lyrics_combined\The Itchy Creeps - In The Hall Of The Mountain King _37859_.txt,whisper
122362,Twinkle Twinkle,David Mumford,Folk,data\fma_small\fma_small\122\122362.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\David Mumford - Twinkle Twinkle 122362.txt,data\lyrics_combined\David Mumford - Twinkle Twinkle _122362_.txt,whisper
38902,la valse Ã  mille echos,File Under Toner,Experimental,data\fma_small\fma_small\038\038902.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\File Under Toner - la valse Ã  mille echos 38902.txt,data\lyrics_combined\File Under Toner - la valse Ã_ mille echos _38902_.txt,whisper
140873,Nothing,Sylvie Simmons,Folk,data\fma_small\fma_small\140\140873.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Sylvie Simmons - Nothing 140873.txt,data\lyrics_combined\Sylvie Simmons - Nothing _140873_.txt,whisper
128699,Could it be so Hard,The Degs,Rock,data\fma_small\fma_small\128\128699.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Degs - Could it be so Hard 128699.txt,data\lyrics_combined\The Degs - Could it be so Hard _128699_.txt,whisper
17499,The Way the World Ends,Formula,Hip-Hop,data\fma_small\fma_small\017\017499.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Formula - The Way the World Ends 17499.txt,data\lyrics_combined\Formula - The Way the World Ends _17499_.txt,whisper
148290,Main Course,LoveyDove,Pop,data\fma_small\fma_small\148\148290.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\LoveyDove - Main Course 148290.txt,data\lyrics_combined\LoveyDove - Main Course _148290_.txt,whisper
113822,Local News,Fixtures,Rock,data\fma_small\fma_small\113\113822.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Fixtures - Local News 113822.txt,data\lyrics_combined\Fixtures - Local News _113822_.txt,whisper
57822,Floss Hates Prime Numbers,Blue Ducks,Hip-Hop,data\fma_small\fma_small\057\057822.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Blue Ducks - Floss Hates Prime Numbers 57822.txt,data\lyrics_combined\Blue Ducks - Floss Hates Prime Numbers _57822_.txt,whisper
207,Piano 3,Ed Askew,Folk,data\fma_small\fma_small\000\000207.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Ed Askew - Piano 3 207.txt,data\lyrics_combined\Ed Askew - Piano 3 _207_.txt,whisper
137896,The Cafe featuring Donnie Ozone,C-Doc,Hip-Hop,data\fma_small\fma_small\137\137896.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\C-Doc - The Cafe featuring Donnie Ozone 137896.txt,data\lyrics_combined\C-Doc - The Cafe featuring Donnie Ozone _137896_.txt,whisper
73172,Red Clay Country,Howie Mitchell & Charlotte Williams,Folk,data\fma_small\fma_small\073\073172.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Howie Mitchell & Charlotte Williams - Red Clay Country 73172.txt,data\lyrics_combined\Howie Mitchell _ Charlotte Williams - Red Clay Country _73172_.txt,whisper
144212,Life & Times of 40 Year Rhymes,The Impossebulls,Hip-Hop,data\fma_small\fma_small\144\144212.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Impossebulls - Life & Times of 40 Year Rhymes 144212.txt,data\lyrics_combined\The Impossebulls - Life _ Times of 40 Year Rhymes _144212_.txt,whisper
111371,Did You Miss Me,Fierbinteanu,Pop,data\fma_small\fma_small\111\111371.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Fierbinteanu - Did You Miss Me 111371.txt,data\lyrics_combined\Fierbinteanu - Did You Miss Me _111371_.txt,whisper
123278,Turf (Raw - Live),STYPTIC,Rock,data\fma_small\fma_small\123\123278.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\STYPTIC - Turf (Raw - Live) 123278.txt,data\lyrics_combined\STYPTIC - Turf _Raw - Live_ _123278_.txt,whisper
26036,Spread Love to Ya,Cvees,Hip-Hop,data\fma_small\fma_small\026\026036.mp3,data\lyrics\Cvees - Spread Love to Ya _26036_.txt,genius,data\lyrics\Cvees - Spread Love to Ya _26036_.txt,genius,,data\lyrics_combined\Cvees - Spread Love to Ya _26036_.txt,api
615,"Immaterial, side A",EKG,Experimental,data\fma_small\fma_small\000\000615.mp3,nan,nan,nan,nan,"data\whisper_transcriptions\whisper_transcriptions\EKG - Immaterial, side A 615.txt",data\lyrics_combined\EKG - Immaterial_ side A _615_.txt,whisper
67557,Hazy Days,The Jacobins,Rock,data\fma_small\fma_small\067\067557.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Jacobins - Hazy Days 67557.txt,data\lyrics_combined\The Jacobins - Hazy Days _67557_.txt,whisper
114044,Stuck In Dreamland,Aviscerall,Hip-Hop,data\fma_small\fma_small\114\114044.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Aviscerall - Stuck In Dreamland 114044.txt,data\lyrics_combined\Aviscerall - Stuck In Dreamland _114044_.txt,whisper
122190,I Am Ed Sullivan,Vitamin Pets,Rock,data\fma_small\fma_small\122\122190.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Vitamin Pets - I Am Ed Sullivan 122190.txt,data\lyrics_combined\Vitamin Pets - I Am Ed Sullivan _122190_.txt,whisper
822,Tom & Jerry,Hecuba,Pop,data\fma_small\fma_small\000\000822.mp3,data\lyrics\Hecuba - Tom _ Jerry _822_.txt,genius,data\lyrics\Hecuba - Tom _ Jerry _822_.txt,genius,,data\lyrics_combined\Hecuba - Tom _ Jerry _822_.txt,api
56929,Hit and Run,Jack Ruby,Rock,data\fma_small\fma_small\056\056929.mp3,data\lyrics\Jack Ruby - Hit and Run _56929_.txt,genius,data\lyrics\Jack Ruby - Hit and Run _56929_.txt,genius,,data\lyrics_combined\Jack Ruby - Hit and Run _56929_.txt,api
12066,Apes &amp; History (Swimmin in Paper),Big Blood,Folk,data\fma_small\fma_small\012\012066.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Big Blood - Apes &amp; History (Swimmin in Paper) 12066.txt,data\lyrics_combined\Big Blood - Apes _amp_ History _Swimmin in Paper_ _12066_.txt,whisper
71938,Eaters of the Flesh,Dark Asylum Music,Rock,data\fma_small\fma_small\071\071938.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Dark Asylum Music - Eaters of the Flesh 71938.txt,data\lyrics_combined\Dark Asylum Music - Eaters of the Flesh _71938_.txt,whisper
108313,What Chills What Thrills,Cagey House,Experimental,data\fma_small\fma_small\108\108313.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Cagey House - What Chills What Thrills 108313.txt,data\lyrics_combined\Cagey House - What Chills What Thrills _108313_.txt,whisper
43883,crickets,Myo,Experimental,data\fma_small\fma_small\043\043883.mp3,data\lyrics\Myo - crickets _43883_.txt,genius,data\lyrics\Myo - crickets _43883_.txt,genius,,data\lyrics_combined\Myo - crickets _43883_.txt,api
113935,Kindsein (Reprise),Chris Herb,Pop,data\fma_small\fma_small\113\113935.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Chris Herb - Kindsein (Reprise) 113935.txt,data\lyrics_combined\Chris Herb - Kindsein _Reprise_ _113935_.txt,whisper
127277,Chasy Trapman,Myndra,Pop,data\fma_small\fma_small\127\127277.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Myndra - Chasy Trapman 127277.txt,data\lyrics_combined\Myndra - Chasy Trapman _127277_.txt,whisper
124484,Adios,Attic Ted,Pop,data\fma_small\fma_small\124\124484.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Attic Ted - Adios 124484.txt,data\lyrics_combined\Attic Ted - Adios _124484_.txt,whisper
144492,New Moon,Dave Keifer,Experimental,data\fma_small\fma_small\144\144492.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Dave Keifer - New Moon 144492.txt,data\lyrics_combined\Dave Keifer - New Moon _144492_.txt,whisper
140791,Sam's Song,NaDa BaBa,Folk,data\fma_small\fma_small\140\140791.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\NaDa BaBa - Sam's Song 140791.txt,data\lyrics_combined\NaDa BaBa - Sam_s Song _140791_.txt,whisper
10521,boys boys boys,Sabrina,Experimental,data\fma_small\fma_small\010\010521.mp3,data\lyrics\Sabrina - boys boys boys _10521_.txt,genius,data\lyrics\Sabrina - boys boys boys _10521_.txt,genius,,data\lyrics_combined\Sabrina - boys boys boys _10521_.txt,api
70207,Opium,Spray Lodge,Hip-Hop,data\fma_small\fma_small\070\070207.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Spray Lodge - Opium 70207.txt,data\lyrics_combined\Spray Lodge - Opium _70207_.txt,whisper
56640,Case Closed (Instrumental),BADLUCK,Hip-Hop,data\fma_small\fma_small\056\056640.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\BADLUCK - Case Closed (Instrumental) 56640.txt,data\lyrics_combined\BADLUCK - Case Closed _Instrumental_ _56640_.txt,whisper
97211,Blue Daisy,The Wingdale Community Singers,Folk,data\fma_small\fma_small\097\097211.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Wingdale Community Singers - Blue Daisy 97211.txt,data\lyrics_combined\The Wingdale Community Singers - Blue Daisy _97211_.txt,whisper
12045,The WInds House,Big Blood,Folk,data\fma_small\fma_small\012\012045.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Big Blood - The WInds House 12045.txt,data\lyrics_combined\Big Blood - The WInds House _12045_.txt,whisper
13768,Just a Feelin',Majik Most,Hip-Hop,data\fma_small\fma_small\013\013768.mp3,data\lyrics\Majik Most - Just a Feelin_ _13768_.txt,genius,data\lyrics\Majik Most - Just a Feelin_ _13768_.txt,genius,,data\lyrics_combined\Majik Most - Just a Feelin_ _13768_.txt,api
1925,Happy At The Wheel,The Twin Atlas,Folk,data\fma_small\fma_small\001\001925.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\The Twin Atlas - Happy At The Wheel 1925.txt,data\lyrics_combined\The Twin Atlas - Happy At The Wheel _1925_.txt,whisper
144544,Holy Dust (Acoustic),Wildlight,Folk,data\fma_small\fma_small\144\144544.mp3,data\lyrics\Wildlight - Holy Dust _144544_.txt,genius,data\lyrics\Wildlight - Holy Dust _144544_.txt,genius,,data\lyrics_combined\Wildlight - Holy Dust _Acoustic_ _144544_.txt,api
96695,Cart Sans Horse,Melissa Laveaux,Folk,data\fma_small\fma_small\096\096695.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Melissa Laveaux - Cart Sans Horse 96695.txt,data\lyrics_combined\Melissa Laveaux - Cart Sans Horse _96695_.txt,whisper
105451,Hard Habit,CM aka Creative,Hip-Hop,data\fma_small\fma_small\105\105451.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\CM aka Creative - Hard Habit 105451.txt,data\lyrics_combined\CM aka Creative - Hard Habit _105451_.txt,whisper
81083,Cabinet Of Curiosities,Jacco Gardner,Folk,data\fma_small\fma_small\081\081083.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Jacco Gardner - Cabinet Of Curiosities 81083.txt,data\lyrics_combined\Jacco Gardner - Cabinet Of Curiosities _81083_.txt,whisper
132786,PNC Bach,Gardenella,Pop,data\fma_small\fma_small\132\132786.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Gardenella - PNC Bach 132786.txt,data\lyrics_combined\Gardenella - PNC Bach _132786_.txt,whisper
68549,Walla Market Croatian,elektroproleter,Experimental,data\fma_small\fma_small\068\068549.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\elektroproleter - Walla Market Croatian 68549.txt,data\lyrics_combined\elektroproleter - Walla Market Croatian _68549_.txt,whisper
66782,Love Love Leave Love,Supercute,Pop,data\fma_small\fma_small\066\066782.mp3,nan,nan,nan,nan,data\whisper_transcriptions\whisper_transcriptions\Supercute - Love Love Leave Love 66782.txt,data\lyrics_combined\Supercute - Love Love Leave Love _66782_.txt,whisper
